id,corpus,src
3666,sand_test1 | English,my name is sandipan
3143,हमें तो कोई दिक्कत नहीं है! MT L3 | English,the whales liked to live in cool waters and the water here was now too warm
3142,हमें तो कोई दिक्कत नहीं है! MT L3 | English,we will have to go further north where it is cooler
3141,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"the water has become a bit too warm for us , said the whales"
3140,हमें तो कोई दिक्कत नहीं है! MT L3 | English,it is quite nice here
3139,हमें तो कोई दिक्कत नहीं है! MT L3 | English,asked the turtles
3138,हमें तो कोई दिक्कत नहीं है! MT L3 | English,why
3137,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"one day , the whales who spent most of the year in nearby waters announced that they were going to live someplace else"
3136,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"slowly , the climate began to change , but the animals were not really paying attention"
3135,हमें तो कोई दिक्कत नहीं है! MT L3 | English,but una thought her ways were the best
3134,हमें तो कोई दिक्कत नहीं है! MT L3 | English,all the animals had ways they liked to do things
3133,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"i do , thought una"
3132,हमें तो कोई दिक्कत नहीं है! MT L3 | English,can they go to the stream by themselves
3131,हमें तो कोई दिक्कत नहीं है! MT L3 | English,why do they always have to do everything together
3130,हमें तो कोई दिक्कत नहीं है! MT L3 | English,sometimes una thought that the others were a bit silly
3129,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"she rather liked it – she could do whatever she wanted , whenever she wanted"
3128,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"she did not spend too much time with the other animals , and got used to being alone"
3127,हमें तो कोई दिक्कत नहीं है! MT L3 | English,the climb up and down the rocky mountain trails was long and difficult
3126,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"una lived high above the others , on top of a mountain"
3125,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"there was clear , cool water for everyone"
3124,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"there was grass for the rabbits and the deer , insects for the birds and the bears to snack on , and fish for the crocodiles and wild cats"
3123,हमें तो कोई दिक्कत नहीं है! MT L3 | English,the animals loved sakuland
3122,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"it stretched from the shores of the sea to the forests , from the valleys to the mountain"
3121,हमें तो कोई दिक्कत नहीं है! MT L3 | English,sakuland was a wonderful country
3120,हमें तो कोई दिक्कत नहीं है! MT L3 | English,"una , the mountain goat , lived in sakuland"
3119,ऊदबिलाव बनने के गुण MT L3 | English,"and remember , the river will always be your home"
3118,ऊदबिलाव बनने के गुण MT L3 | English,you have to learn quickly and trust your instincts
3117,ऊदबिलाव बनने के गुण MT L3 | English,"your favourite sandbank may disappear tomorrow , just as it may return after the rainy season"
3116,ऊदबिलाव बनने के गुण MT L3 | English,the river will keep changing
3115,ऊदबिलाव बनने के गुण MT L3 | English,"do not be curious about shiny , metallic objects"
3114,ऊदबिलाव बनने के गुण MT L3 | English,stay away from anything that does not belong to the river—it could be a trap
3113,ऊदबिलाव बनने के गुण MT L3 | English,"keep away from him , and he will keep away from you"
3112,ऊदबिलाव बनने के गुण MT L3 | English,"like us , the fisherman needs to catch fish to feed his family"
3111,ऊदबिलाव बनने के गुण MT L3 | English,"the fisherman can be your friend , but watch out for his nets"
3110,ऊदबिलाव बनने के गुण MT L3 | English,do not disturb them
3109,ऊदबिलाव बनने के गुण MT L3 | English,the mugger crocodiles prefer to be left alone
3108,ऊदबिलाव बनने के गुण MT L3 | English,"you will have to share the river with large herons , shy turtles , peaceful pelicans , honking ducks and moody mugger crocodiles"
3107,ऊदबिलाव बनने के गुण MT L3 | English,learn to share your space
3106,ऊदबिलाव बनने के गुण MT L3 | English,"here , you will have sand to dig , places to hide , and rocks to nap on"
3105,ऊदबिलाव बनने के गुण MT L3 | English,the river is also your playground
3104,ऊदबिलाव बनने के गुण MT L3 | English,"listen to the elders , for they know the river well"
3103,ऊदबिलाव बनने के गुण MT L3 | English,the elders of the family will guard the pups
3102,ऊदबिलाव बनने के गुण MT L3 | English,you will also protect each other
3101,ऊदबिलाव बनने के गुण MT L3 | English,you will hunt and play together
3100,ऊदबिलाव बनने के गुण MT L3 | English,"you will live in a group , as a family"
3099,ऊदबिलाव बनने के गुण MT L3 | English,"it is here , on the banks of the river , that you will dig a den for your family"
3098,ऊदबिलाव बनने के गुण MT L3 | English,the river is your home
3097,ऊदबिलाव बनने के गुण MT L3 | English,"but remember , never eat dead fish"
3096,ऊदबिलाव बनने के गुण MT L3 | English,not all of them are easy to catch
3095,ऊदबिलाव बनने के गुण MT L3 | English,"you will find small fish and large fish and fish that look like snakes , and even some with cat - like whiskers"
3094,ऊदबिलाव बनने के गुण MT L3 | English,you will grow to like fishy smells and smelly fish
3093,ऊदबिलाव बनने के गुण MT L3 | English,know your fish
3092,ऊदबिलाव बनने के गुण MT L3 | English,it is waterproof and will help keep you warm when swimming in cold waters
3091,ऊदबिलाव बनने के गुण MT L3 | English,look after your fur coat
3090,ऊदबिलाव बनने के गुण MT L3 | English,"your webbed feet and long , paddle - like tail will help you"
3089,ऊदबिलाव बनने के गुण MT L3 | English,"well enough to catch fish , and escape from danger"
3088,ऊदबिलाव बनने के गुण MT L3 | English,learn to swim well
3087,ऊदबिलाव बनने के गुण MT L3 | English,learn to swim
3086,थोड़ी सी मदद MT L4 | English,"see you , me"
3085,थोड़ी सी मदद MT L4 | English,"also , i saw what happened at lunch"
3084,थोड़ी सी मदद MT L4 | English,it took me some time to understand
3083,थोड़ी सी मदद MT L4 | English,then i thought it was a toy hand
3082,थोड़ी सी मदद MT L4 | English,"it looked weird , like it was covered in plastic or something"
3081,थोड़ी सी मदद MT L4 | English,"then , when i came closer , i saw that something was not quite right"
3080,थोड़ी सी मदद MT L4 | English,at first i could not tell what the problem was
3079,थोड़ी सी मदद MT L4 | English,i saw how you did everything with one hand and how your left hand never moved
3078,थोड़ी सी मदद MT L4 | English,"yes , i noticed it the first day when you came into the classroom"
3077,थोड़ी सी मदद MT L4 | English,"to be really honest , i ca not say i am not curious myself or that i do not have the same questions the others are asking me"
3076,थोड़ी सी मदद MT L4 | English,how am i supposed to know why you have that thing or how it works
3075,थोड़ी सी मदद MT L4 | English,what is the point of asking me
3074,थोड़ी सी मदद MT L4 | English,"me hello , i keep telling them that they can ask you whatever they want to know"
3073,थोड़ी सी मदद MT L4 | English,this is all your fault
3072,थोड़ी सी मदद MT L4 | English,i tore my shirt and ma was angry with me
3071,थोड़ी सी मदद MT L4 | English,then they threw it into the thicket by the side of the road and i had to scramble down into the mountainside to get it
3070,थोड़ी सी मदद MT L4 | English,they took my bag and would not give it back
3069,थोड़ी सी मदद MT L4 | English,"rahm , ali and two of their friends from class vii cornered me after school to ask about you know what"
3068,थोड़ी सी मदद MT L4 | English,do you know what happened yesterday
3067,थोड़ी सी मदद MT L4 | English,why will you continue going to whatever school you went to earlier
3066,थोड़ी सी मदद MT L4 | English,why did you come to our school
3065,थोड़ी सी मदद MT L4 | English,they stare at me too because i have to hang around with you and be your mentor
3064,थोड़ी सी मदद MT L4 | English,"yours sincerely , me hi again , ma says that it is not good to stare at people , but i can see that everyone stares at you"
3063,थोड़ी सी मदद MT L4 | English,"see , you made me lie to my friends"
3062,थोड़ी सी मदद MT L4 | English,how can i not know
3061,थोड़ी सी मदद MT L4 | English,"i told them that i did not know what they were talking about , but that is not true"
3060,थोड़ी सी मदद MT L4 | English,"ali and rahm and sumi and rani , they kept asking me about it when we were going home from school"
3059,थोड़ी सी मदद MT L4 | English,"anyway , she did not tell me anything about that"
3058,थोड़ी सी मदद MT L4 | English,"i did not know what a mentor is , so i looked it up in the dictionary"
3057,थोड़ी सी मदद MT L4 | English,miss told me that i had to be your mentor and show you around because you are a new student
3056,थोड़ी सी मदद MT L4 | English,and it is not like you are ever going to see this letter
3055,थोड़ी सी मदद MT L4 | English,"dear… well , you know who you are"
3054,कछुआ MT L4 | English,i wondered how i would find it
3053,कछुआ MT L4 | English,"they said it was full of beautiful , brightly - coloured creatures , both harmless ones like the clown fish and poisonous ones like the scorpion fish"
3052,कछुआ MT L4 | English,everyone said the reef was the fairyland of the ocean
3051,कछुआ MT L4 | English,i had heard wonderful things about a place called the reef where a lot of other turtles lived
3050,कछुआ MT L4 | English,"i enjoyed it very much , but as i grew up , i decided it was time to explore the big wide world outside the raft"
3049,कछुआ MT L4 | English,being on the raft was like going on a world cruise
3048,कछुआ MT L4 | English,"i would not leave this safe haven for many , many years"
3047,कछुआ MT L4 | English,"gratefully , i slipped into the raft"
3046,कछुआ MT L4 | English,"on and in the raft are the drifters , all the seas little and not - so - little creatures that float around the ocean , waiting for something to happen"
3045,कछुआ MT L4 | English,"a seaweed raft is just that , a floating mass of seaweed and driftwood that travels around the ocean , carried along by the current"
3044,कछुआ MT L4 | English,"just when i was beginning to tire , i saw a seaweed raft"
3043,कछुआ MT L4 | English,"moments later , i was swimming as fast as i could , with those big teeth snapping at my little hind flippers"
3042,कछुआ MT L4 | English,"mmmmm , he seemed to be thinking , baby turtle soup"
3041,कछुआ MT L4 | English,"when he saw me , his eyes lit up"
3040,कछुआ MT L4 | English,i could tell he was a really hungry fish too
3039,कछुआ MT L4 | English,chasing them was a really big fish
3038,कछुआ MT L4 | English,"just as i was beginning to think that i would love to spend the rest of my life here , a school of fish went by"
3037,कछुआ MT L4 | English,"the sun warmed me , and filled me with new energy"
3036,कछुआ MT L4 | English,"but that does not matter when the sun is shining , and your stomach is full"
3035,कछुआ MT L4 | English,i did not know where i was
3034,कछुआ MT L4 | English,"i tucked my flippers beneath my body and floated for a while , letting the current carry me"
3033,कछुआ MT L4 | English,"there was blue and green water in every direction , and the sunlight was playing games with the clouds"
3032,कछुआ MT L4 | English,"i was a baby sea turtle - an olive ridley - in the middle of a big blue world , which i had heard someone call the ocean"
3031,कछुआ MT L4 | English,and then i remembered
3030,कछुआ MT L4 | English,"i looked around me , wondering where i was"
3029,कछुआ MT L4 | English,"when i woke up in the morning , the sun was shining again"
3028,मसाला चाय MT L4 | English,she would tell everyone about this mysterious place
3027,मसाला चाय MT L4 | English,"maya believed that if she ever had the chance to go to senseless point , she would return to her hamlet and describe it to everyone"
3026,मसाला चाय MT L4 | English,"from all the talk around , it seemed like a mysterious place promising an experience of a lifetime"
3025,मसाला चाय MT L4 | English,a few people from the neighbouring villages had been there but no one from her own village
3024,मसाला चाय MT L4 | English,everybody in the village talked of senseless point
3023,मसाला चाय MT L4 | English,she had to stop dreaming of faraway lands when she had never even been to senseless point
3022,मसाला चाय MT L4 | English,her heart would race and thump loudly as rahm would speak but it would always end with a deep sigh
3021,मसाला चाय MT L4 | English,she longed to visit these lands and see their different sights
3020,मसाला चाय MT L4 | English,maya loved to hear rahms tales
3019,मसाला चाय MT L4 | English,he would also tell her of his flights to different lands and of people who lived there
3018,मसाला चाय MT L4 | English,"then there was rahm the parrot , who would fly in to the village every morning , perch himself atop a tree facing mayas hut , and tell her of the entire buzz in the forest"
3017,मसाला चाय MT L4 | English,waking up to those refreshing scents was the best way for maya to begin her day
3016,मसाला चाय MT L4 | English,then there were days when all she could smell was a familiar bouquet
3015,मसाला चाय MT L4 | English,at other times it was a strong and sharp scent
3014,मसाला चाय MT L4 | English,"sometimes she could smell a sweet , sweet fragrance"
3013,मसाला चाय MT L4 | English,she loved to take in deep breaths every morning as the air carried all kinds of different aromas
3012,मसाला चाय MT L4 | English,"she , along with her friends , would prance through the endless forests around her village"
3011,मसाला चाय MT L4 | English,maya was as sprightly as her name
3010,मसाला चाय MT L4 | English,"on misty days , the leaves of plants and trees held the biggest dewdrops you could imagine"
3009,मसाला चाय MT L4 | English,her house was surrounded by the tallest and greenest trees you would have ever seen
3008,मसाला चाय MT L4 | English,she lived in a hut with her mother
3007,मसाला चाय MT L4 | English,"in a little hilly hamlet of southern india , lived a young girl called maya"
3006,Turtle Story MT L4 | Hindi,वह एक विशालकाय कछुआ था - इतना बड़ा तो मैंने कभी नहीं देखा था
3005,Turtle Story MT L4 | Hindi,डर के मारे मैंने ऊपर देखा
3004,Turtle Story MT L4 | Hindi,एक बहुत बड़ी छाया ने मुझे ढक लिया
3003,Turtle Story MT L4 | Hindi,फिर एकाएक अँधेरा छा गया
3002,Turtle Story MT L4 | Hindi,लेकिन मुझे कैसे पता चलेगा कि वह कहाँ है
3001,Turtle Story MT L4 | Hindi,"कितने ही रंग - बिरंगे , चमकीले प्राणियों का घर - क्लाउन मछली जैसे प्यारे और स्कॉरपियन मछली जैसे ज़हरीले जंतु रहते थे वहाँ"
3000,Turtle Story MT L4 | Hindi,सब कहते थे कि रीफ़ सागर का परीलोक है
2999,Turtle Story MT L4 | Hindi,बहुत सारे कछुए रहते थे वहाँ
2998,Turtle Story MT L4 | Hindi,प्रवालभित्ति या रीफ़ के बारे में मैंने कैसी - कैसी मज़ेदार कहानियाँ सुनी थीं
2997,Turtle Story MT L4 | Hindi,बाहर की दुनिया की सैर करना चाहती थी
2996,Turtle Story MT L4 | Hindi,लेकिन अब मैं बड़ी भी तो हो रही थी
2995,Turtle Story MT L4 | Hindi,बहुत मज़ा आ रहा था
2994,Turtle Story MT L4 | Hindi,बेड़े पर मेरा जीवन किसी विश्व - यात्रा से कम नहीं था
2993,Turtle Story MT L4 | Hindi,इस बेड़े पर मैं सालों - साल रहने वाली थी - सुखी और सुरक्षित
2992,Turtle Story MT L4 | Hindi,मैंने राहत की साँस ली और चढ़ गई बेड़े पर
2991,Turtle Story MT L4 | Hindi,"इस बेड़े पर समुद्र में रहने वाले छोटे - बड़े जीव - जंतु सवार रहते हैं , वर्षों सागर की सैर करते हैं जैसे किसी ख़ास वक्त का इंतज़ार कर रहे हों"
2990,Turtle Story MT L4 | Hindi,शैवाल और बहती हुई लकड़ी का यह बेड़ा न जाने कहाँ से चला आ रहा है
2989,Turtle Story MT L4 | Hindi,तभी मुझे समुद्री शैवाल का एक बेड़ा दिखाई दिया
2988,Turtle Story MT L4 | Hindi,तैरते - तैरते थक गई थी मैं
2987,Turtle Story MT L4 | Hindi,आगे - आगे मैं और पीछे - पीछे बड़े - बड़े दाँतों का वह जबड़ा
2986,Turtle Story MT L4 | Hindi,तब तो मानो मैं सर पर पैर रख कर तैरने लगी
2985,Turtle Story MT L4 | Hindi,१ ( फ़्लिपर ) कछुए के पर जिनके सहारे वह पानी में तैरता है
2984,Turtle Story MT L4 | Hindi,शायद वह यही सोच रही थी
2983,Turtle Story MT L4 | Hindi,आज तो नन्हे कछुए का शोरबा मिलेगा खाने में
2982,Turtle Story MT L4 | Hindi,भई वाह
2981,Turtle Story MT L4 | Hindi,जब उसकी नज़र मुझ पर पड़ी तो उसकी बाँछें खिल गईं
2980,Turtle Story MT L4 | Hindi,मेरा शक सही था
2979,Turtle Story MT L4 | Hindi,बहुत भूखी लगती थी वह
2978,Turtle Story MT L4 | Hindi,एक बहुत बड़ी मछली उनके पीछे पड़ी थी
2977,Turtle Story MT L4 | Hindi,काश कि मैं हमेशा - हमेशा के लिए यहीं रह सकती - सोच ही रही थी कि मछलियों का एक झुंड मेरे पास होकर तेज़ी से निकला
2976,Turtle Story MT L4 | Hindi,एक नई स्फूर्ति आ गई थी मुझमें
2975,Turtle Story MT L4 | Hindi,गुनगुनी धूप में मैं भी गुनगुनी हो गई
2974,Turtle Story MT L4 | Hindi,लेकिन जब आसपास नर्म - नर्म धूप बिछी हो और पेटपूजा हो चुकी हो तो ऐसी बातों की क्या चिंता
2973,Turtle Story MT L4 | Hindi,मुझे नहीं मालूम था कि मैं कहाँ हूँ
2972,Turtle Story MT L4 | Hindi,मैनें अपने मीनपक्षों ( फ़्लिपर ) १ को पेट त¬ले समेटा और धारा में बह निकली
2971,Turtle Story MT L4 | Hindi,"चारों ओर नीला , हरा पानी लहरा रहा था और सूरज की किरणें बादलों के साथ खेल - ठिठोली कर रही थीं"
2970,Turtle Story MT L4 | Hindi,"एक असीम नीले संसार के बीचोंबीच , जिसे लोग सागर कहते हैं"
2969,Turtle Story MT L4 | Hindi,पहले तो चकरा गई कि मैं हूँ कहाँ फिर एकदम याद आया कि मैं एक छोटा सा समुद्री कछुआ हूँ - एक ऑलिव रिडले
2968,Turtle Story MT L4 | Hindi,हैरान होकर मैंने अपने आसपास देखा
2967,Turtle Story MT L4 | Hindi,सुबह जब मेरी आँख खुली तो आसमान में सूरज चम - चम चमक रहा था
2966,Turtle Story MT L4 | Hindi,कछुआ
2965,Jungle Brew MT L4 | Hindi,तुम इतने परेशान क्यों हो
2964,Jungle Brew MT L4 | Hindi,"मैं तो बहुत डर रही थी , क्या हुआ"
2963,Jungle Brew MT L4 | Hindi, तुम कहाँ थे तोताराम
2962,Jungle Brew MT L4 | Hindi,तोताराम ही था
2961,Jungle Brew MT L4 | Hindi, वह कूद कर बाहर दौड़ी
2960,Jungle Brew MT L4 | Hindi,जागो
2959,Jungle Brew MT L4 | Hindi, जागो बुलबुली
2958,Jungle Brew MT L4 | Hindi,"फिर एक सुबह सूरज उगने से भी पहले , भोर के समय उसको किसी पंछी की परेशान आवाज़ सुनाई दी"
2957,Jungle Brew MT L4 | Hindi, लेकिन कोई जवाब न आता
2956,Jungle Brew MT L4 | Hindi,बोलो न
2955,Jungle Brew MT L4 | Hindi,"पाठशाला की छुट्टी के बाद बुलबुली तोताराम को पुकारती जंगल में घूमती , तुम कहाँ हो तोताराम"
2954,Jungle Brew MT L4 | Hindi,"फिर कई दिन बीत गए तोताराम नहीं आया , बुलबुली परेशान होने लगी"
2953,Jungle Brew MT L4 | Hindi,आज तोताराम कहाँ है
2952,Jungle Brew MT L4 | Hindi,उसकी आँखें तोताराम को ढूँढ रही थीं जो रोज़ ही उससे मिलने आता था
2951,Jungle Brew MT L4 | Hindi,उस दिन बुलबुली का मन पढ़ने में नहीं लग रहा था
2950,Jungle Brew MT L4 | Hindi,जब कभी बारिश होती तो पाठशाला में छुट्टी हो जाती
2949,Jungle Brew MT L4 | Hindi,उसकी पाठशाला बरगद के एक घने पेड़ की नीचे लगती थी
2948,Jungle Brew MT L4 | Hindi,आखिर पाठशाला का समय हो गया और वह पाठशाला चली गई
2947,Jungle Brew MT L4 | Hindi,"मुर्गियों को दाना डालते , उनके अण्डे जमा करते , गायों को चारा देते , उन्हें दुहते , वह तोताराम की सीटी का ही इन्तज़ार करती रही"
2946,Jungle Brew MT L4 | Hindi,एक दिन नींद से जागते ही बुलबुली को तोताराम की याद आई
2945,Jungle Brew MT L4 | Hindi,"बुलबुली सोचती कि अगर मैं कभी बावली घाटी गई तो लौट कर सबको वहाँ के बारे में बताऊँगी , फिर वह लोगों के लिए अनजानी जगह नहीं रह जायेगी"
2944,Jungle Brew MT L4 | Hindi,लोगों की बातों से लगता था कि बावली घाटी कोई कमाल की जगह है
2943,Jungle Brew MT L4 | Hindi,"वहाँ गया कोई नहीं था , सबने उसके बारे में सुना ही सुना था"
2942,Jungle Brew MT L4 | Hindi,गाँव के लोग अक्सर बावली घाटी की बातें करते
2941,Jungle Brew MT L4 | Hindi,लेकिन फिर वह ठंडी साँस लेकर रह जाती - उसने तो बावली घाटी भी नहीं देखी थी
2940,Jungle Brew MT L4 | Hindi,तोताराम की बातें सुन कर उसका दिल बल्लियों उछलता और उसका मन होता कि मैं भी दूर देश जाऊँ वहाँ के नदियाँ - पहाड़ - जंगल देखूँ
2939,Jungle Brew MT L4 | Hindi,बुलबुली को तोताराम की कहानियाँ अच्छी लगती थीं
2938,Jungle Brew MT L4 | Hindi,वह उसको देश - विदेश के लोगों की बातें बताता
2937,Jungle Brew MT L4 | Hindi,रोज सुबह तोताराम बुलबुली की झोंपड़ी के सामने के ऊँचे पेड़ पर बैठकर उसे जंगल के हालचाल बताता
2936,Jungle Brew MT L4 | Hindi,"कभी हवा में मीठी - मीठी भीनी - भीनी खुशबू होती थी , कभी तेज़ ओर तीखी गंध"
2935,Jungle Brew MT L4 | Hindi,सुबह तरह - तरह की सुगन्धों से भरी हवा में गहरी साँसें लेना उसको बहुत अच्छा लगता था
2934,Jungle Brew MT L4 | Hindi,वह अपने साथियों के साथ गाँव के आस - पास के जंगल के ओरछोर तक कूदती फिरती
2933,Jungle Brew MT L4 | Hindi,बुलबुली अपने नाम की तरह ही हँसमुख थी
2932,Jungle Brew MT L4 | Hindi,कोहरे वाले दिन पौधों और पेड़ों की पत्तियों से ओस की नन्ही - नन्ही बूदें टपकतीं तो लगता परीलोक में बारिश हो रही है
2931,Jungle Brew MT L4 | Hindi,इतने ऊँचे और हरे - भरे पेड़ किसी ने कभी न देखे होंगे
2930,Jungle Brew MT L4 | Hindi,"वह अपनी माँ के साथ ऊँचे , हरे पेड़ों से घिरी एक झोंपड़ी में रहती थी"
2929,Jungle Brew MT L4 | Hindi,दक्षिणी भारत में एक छोटे से पहाड़ी खेड़े में बुलबुली नाम की एक छोटी सी लड़की रहती थी
2928,Jungle Brew MT L4 | Hindi,मसाला चाय
2927,A Helping Hand MT L4 | Hindi,मैं
2926,A Helping Hand MT L4 | Hindi,फिर मिलेंगे
2925,A Helping Hand MT L4 | Hindi,"इसके अलावा , खाने की छुट्टी के दौरान जो हुआ वह मुझसे छुपा नहीं था"
2924,A Helping Hand MT L4 | Hindi,मुझे बात समझने में कुछ समय लगा
2923,A Helping Hand MT L4 | Hindi,मैं समझा कि यह किसी किस्म का खिलौना हाथ होगा
2922,A Helping Hand MT L4 | Hindi,"वह अजीब लग रहा था , जैसे तुम्हारे हाथ पर प्लास्टिक की परत चढ़ी हो"
2921,A Helping Hand MT L4 | Hindi,"फिर , जब मैं और नजदीक आया , तब देखा कि कुछ है जो ठीक सा नहीं है"
2920,A Helping Hand MT L4 | Hindi,पहले - पहल मुझे समझ में नहीं आया कि इसकी वजह क्या है
2919,A Helping Hand MT L4 | Hindi,"हाँ , मैंने पहले दिन ही , जब तुम कक्षा में आई थीं , गौर किया था कि तुम एक ही हाथ से सारे काम करती हो और तुम्हारा बायाँ हाथ कभी हिलता भी नहीं"
2918,A Helping Hand MT L4 | Hindi,सच कहूँ तो ख़ुद मैं भी यह बात जानना चाहता हूँ और मेरे मन में भी वही सवाल हैं जो लोग तुम्हारे बारे में मुझसे पूछते हैं
2917,A Helping Hand MT L4 | Hindi,मुझे कैसे पता हो सकता है कि तुम्हारे पास वह चीज क्यों है और वह कैसे काम करती है
2916,A Helping Hand MT L4 | Hindi,मुझसे पूछने का क्या मतलब
2915,A Helping Hand MT L4 | Hindi,"मैं हैलो , मैं सबसे कहता हूँ कि वे जो कुछ भी जानना चाहते हैं ख़ुद तुमसे ही पूछ लें"
2914,A Helping Hand MT L4 | Hindi,यह सब तुम्हारी ही वजह से हुआ
2913,A Helping Hand MT L4 | Hindi,मेरी कमीज़ फट गई और माँ ने मुझे डाँटा
2912,A Helping Hand MT L4 | Hindi,उसे लाने के लिए मुझे घिसटते हुए ढलान पर जाना पड़ा
2911,A Helping Hand MT L4 | Hindi,बाद में उन्होंने उसे सड़क किनारे झाड़ियों में फेंक दिया
2910,A Helping Hand MT L4 | Hindi,उन्होंने मेरा बस्ता छीन लिया और वापस नहीं दे रहे थे
2909,A Helping Hand MT L4 | Hindi,तुम समझ ही गई होगी कि वह क्या जानना चाहते होंगे
2908,A Helping Hand MT L4 | Hindi,"गौरव , अली और सातवीं कक्षा के उनके दो और दोस्त स्कूल की छुट्टी के बाद मेरे पीछे पड़ गए"
2907,A Helping Hand MT L4 | Hindi,जानती हो कल क्या हुआ
2906,A Helping Hand MT L4 | Hindi,तुमने अपनी पढ़ाई उसी स्कूल में जारी क्यों नहीं रखी जहाँ तुम पहले पढ़ती थीं
2905,A Helping Hand MT L4 | Hindi,तुम हमारे स्कूल में क्यों आइं
2904,A Helping Hand MT L4 | Hindi,"वे मुझे भी घूरते हैं क्योंकि मुझे तुम्हारे साथ रहना होता है , तुम्हारा ध्यान रखने के लिए"
2903,A Helping Hand MT L4 | Hindi,लेकिन मैं तो देखता हूँ कि सभी तुम्हें घूरते हैं
2902,A Helping Hand MT L4 | Hindi,"तुम्हारा , मैं कहो कैसी हो , माँ कहती है कि लोगों को घूरना अच्छी बात नहीं है"
2901,A Helping Hand MT L4 | Hindi,"देखो न , तुम्हारी वजह से मुझे अपने दोस्तों से झूठ बोलना पड़ा"
2900,A Helping Hand MT L4 | Hindi,मुझे अच्छी तरह पता था कि वे किस के बारे में पूछ रहे हैं
2899,A Helping Hand MT L4 | Hindi,लेकिन यह बात सच नहीं थी
2898,A Helping Hand MT L4 | Hindi,मैंने उनसे कहा कि पता नहीं तुम लोग किस चीज़ के बारे में बात कर रहे हो
2897,A Helping Hand MT L4 | Hindi,"मैंने बात टालने की कोशिश की , लेकिन मुझे तो मालूम था कि मुझे क्या काम सौंपा गया है"
2896,A Helping Hand MT L4 | Hindi,"स्कूल से घर लौटते हुए अली , गौरव , सुमी और रानी , मुझसे बार - बार मेरी इस नई ज़िम्मेदारी के बारे में पूछते रहे"
2895,A Helping Hand MT L4 | Hindi,लेकिन उन्होंने मुझे इस बारे में और कुछ नहीं बताया था
2894,A Helping Hand MT L4 | Hindi,"मैडम ने कहा था कि मुझे तुम्हारी मदद करनी है और तुम्हें यह दिखाना है कि स्कूल में कौन सी जगह कहाँ है , क्योंकि तुम स्कूल में नई आई हो"
2893,A Helping Hand MT L4 | Hindi,और यूँ भी तुम यह पत्र कभी नहीं देख पाओगी
2892,A Helping Hand MT L4 | Hindi,"जो भी हो , तुम जानती ही हो कि तुम कौन हो"
2891,A Helping Hand MT L4 | Hindi,प्रिय
2890,A Helping Hand MT L4 | Hindi,थोड़ी सी मदद
2889,Whats That Smell MT L3 | Hindi,पापा सब कचरा साफ़ कर रहे थे
2888,Whats That Smell MT L3 | Hindi,माधव रोता हुआ भाग गया
2887,Whats That Smell MT L3 | Hindi,"थू , थू , थू"
2886,Whats That Smell MT L3 | Hindi,तारा को पक्का यकीन है कि वह अब कभी अंडे नहीं खा पाएगी
2885,Whats That Smell MT L3 | Hindi,"यह भी ख़राब हो गए , पापा ने कहा"
2884,Whats That Smell MT L3 | Hindi,अरे नहीं
2883,Whats That Smell MT L3 | Hindi,तारा चिल्लाई
2882,Whats That Smell MT L3 | Hindi,"माधव , तुमने तो बदबू को और भी बढ़ा दिया"
2881,Whats That Smell MT L3 | Hindi,माधव ने एक अंडा उठाया और उसे गिरा दिया
2880,Whats That Smell MT L3 | Hindi,हम उन्हें नहीं खा सकते
2879,Whats That Smell MT L3 | Hindi,"हाँ वह भी सड़ गई हैं , माँ बोलीं"
2878,Whats That Smell MT L3 | Hindi,तारा ने दु : खी होकर पूछा
2877,Whats That Smell MT L3 | Hindi,क्या सब्ज़ियाँ भी ख़राब हो गई हैं
2876,Whats That Smell MT L3 | Hindi,पापा ने कहा
2875,Whats That Smell MT L3 | Hindi,"इसे छूना मत , इसे खाओगे तो बीमार हो जाओगे"
2874,Whats That Smell MT L3 | Hindi,"यह तो रूई जैसी रोएँदार है , माधव हैरान था"
2873,Whats That Smell MT L3 | Hindi,पापा ने कहा
2872,Whats That Smell MT L3 | Hindi,यह फफूँदी है जो ब्रेड में लग जाती है
2871,Whats That Smell MT L3 | Hindi,"हाँ , यह हरी चीज़ देख रही हो"
2870,Whats That Smell MT L3 | Hindi,तारा ने पूछा
2869,Whats That Smell MT L3 | Hindi,क्या ब्रेड भी ख़राब हो गई
2868,Whats That Smell MT L3 | Hindi,"दूध को ताज़ा रखने के लिए उसे ठंडा रखना होता है , पापा ने कहा"
2867,Whats That Smell MT L3 | Hindi,माँ ने बताया
2866,Whats That Smell MT L3 | Hindi,"बिलकुल , इसकी गंध से ही पता चलता है कि यह कितना खट्टा हो चुका है"
2865,Whats That Smell MT L3 | Hindi,तारा ने पूछा
2864,Whats That Smell MT L3 | Hindi,क्या दूध ख़राब हो गया
