id,corpus,src
3666,sand_test1 | English,my name is sandipan
2863,Whats That Smell MT L3 | Hindi,"ठंडी हवा के बिना सब कुछ ख़राब हो गया , माँ ने उदास होकर कहा"
2862,Whats That Smell MT L3 | Hindi,पापा ने समझाया कि फ़्रिज ने कुछ समय पहले काम करना बंद कर दिया था
2861,Whats That Smell MT L3 | Hindi,तारा ने पूछा
2860,Whats That Smell MT L3 | Hindi,क्या हुआ
2859,Whats That Smell MT L3 | Hindi,"लाइट नहीं जल रही और यह अंदर से गर्म भी है , माँ ने अपना हाथ फ़्रिज के अंदर डालते हुए कहा"
2858,Whats That Smell MT L3 | Hindi,सबने अपने - अपने नाक और मुँह ढक लिये
2857,Whats That Smell MT L3 | Hindi,माँ ने फ़्रिज खोला
2856,Whats That Smell MT L3 | Hindi,"चलो फ़्रिज को खोलकर देखते हैं कि अंदर है क्या , माँ बोली"
2855,Whats That Smell MT L3 | Hindi,"डर लग रहा है , माधव ने माँ से लिपटते हुए कहा"
2854,Whats That Smell MT L3 | Hindi,तारा ने हाँफते हुए कहा
2853,Whats That Smell MT L3 | Hindi,बदबूदार फ़्रिज का राक्षस
2852,Whats That Smell MT L3 | Hindi,"यहाँ से आ रही है बदबू , पापा ने फ़्रिज की तरफ़ इशारा किया"
2851,Whats That Smell MT L3 | Hindi,पापा ने रसोई में नज़र दौड़ाई
2850,Whats That Smell MT L3 | Hindi,तारा ने खाने के कमरे में झाँका
2849,Whats That Smell MT L3 | Hindi,माधव ने ग़ुस्लख़ाने की खोज - ख़बर ली
2848,Whats That Smell MT L3 | Hindi,माँ ने सोने के कमरे में देखा
2847,Whats That Smell MT L3 | Hindi,यह गंध आ कहाँ से रही है
2846,Whats That Smell MT L3 | Hindi,पूरा घर किसी राक्षस की गुफा जैसा गंधा रहा है
2845,Whats That Smell MT L3 | Hindi,"घर में गर्मी , अँधेरा और बदबू है"
2844,Whats That Smell MT L3 | Hindi,माधव चिल्लाया
2843,Whats That Smell MT L3 | Hindi,राक्षस
2842,Whats That Smell MT L3 | Hindi,तारा चीखी
2841,Whats That Smell MT L3 | Hindi,यह कैसी गंध है
2840,Whats That Smell MT L3 | Hindi,छी
2839,Whats That Smell MT L3 | Hindi,बहुत ही गड़बड़
2838,Whats That Smell MT L3 | Hindi,"घर में कदम रखते ही तारा , माधव , माँ और पापा को पता चल गया कि कुछ गड़बड़ है"
2837,Whats That Smell MT L3 | Hindi,"हाँ , फ्राइड राइस , माधव ने सुर में सुर मिलाया"
2836,Whats That Smell MT L3 | Hindi,तारा ने पूछा
2835,Whats That Smell MT L3 | Hindi,पापा क्या आप फ्राइड राइस बना सकते हैं
2834,Whats That Smell MT L3 | Hindi,पापा ने कहा
2833,Whats That Smell MT L3 | Hindi,मैं खाना बना दूँगा
2832,Whats That Smell MT L3 | Hindi,"हमारे पास फ़्रिज में दूध , अंडे और सब्ज़ियाँ हैं , माँ ने कहा"
2831,Whats That Smell MT L3 | Hindi,"मुझे भी भूख लगी है , उसने ऊँची आवाज़ में कहा"
2830,Whats That Smell MT L3 | Hindi,माधव ने अपने पेट पर हाथ फेरा
2829,Whats That Smell MT L3 | Hindi,"तारा ने मुंडी हिलाई , मुझे भूख लगी है"
2828,Whats That Smell MT L3 | Hindi,माँ बोली
2827,Whats That Smell MT L3 | Hindi,"घर वापस आकर अच्छा लगता है , है न तारा"
2826,Whats That Smell MT L3 | Hindi,तारा और उसका परिवार घर पहुँचते हैं
2825,Whats That Smell MT L3 | Hindi,यह कैसी गंध है
2824,At Least I'm Ok MT L3 | Hindi,"खैर , हमें तो कोई दिक्कत नहीं है , जँगली बिल्लियों ने सोचा"
2823,At Least I'm Ok MT L3 | Hindi,बेचारे कछुओं के साथ बहुत बुरा हुआ
2822,At Least I'm Ok MT L3 | Hindi,लेकिन बड़ी चट्टान अब ज़्यादा बड़ी नहीं लगती - पानी बढ़ने से उसका काफ़ी बड़ा हिस्सा अब डूब चूका है
2821,At Least I'm Ok MT L3 | Hindi,"क्या पता , हम तो बस इतना जानते हैं कि पहले रेत बड़ी चट्टान तक हुआ करती थी , बड़े , बुज़ुर्ग कछुए ने कहा"
